Player,Batting,Bowling,Umpire
Khurram Chohan,Right hand,Right arm pace,No
Khurram Manzoor,Right hand,Right arm off break,No
Khurram Nawaz,Right hand,,No
Khurram Shahzad,Right hand,Right arm off break,No
Khurram Shehzad,Right hand,,No
Khushi Sharma,Right hand,Right arm pace,No
Kim Daeyeon,Right hand,Right arm leg break,No
Kinaanath Ismail,Right hand,Right arm off break,No
K Irakoze,Right hand,Right arm off break,No
K Ishimoto,Right hand,Right arm pace,No
Kiyo Fujikawa,Right hand,Right arm off break,No
KJ Abbott,Right hand,Right arm pace,No
K Jaikaran,Right hand,,No
KJ Coetzer,Right hand,Right arm pace,No
KJ Ferrary,Right hand,Right arm off break,No
KJ Gaging,Right hand,,No
KJ Garth,Right hand,Right arm pace,No
KJ Harding,Right hand,Right arm pace,No
KJ Hartshorn,Right hand,Left arm pace,No
KJ Havill,Right hand,Right arm leg break,No
KJ Martin,Right hand,,No
KJ McClure,Right hand,Right arm off break,No
KJ O'Brien,Right hand,Right arm pace,No
K Joshi,Right hand,Right arm pace,No
KJ Patel,Right hand,Right arm off break,No
KJ Wilkinson,Right hand,Right arm pace,No
KJ Wolfe,Right hand,,No
KK Ahmed,Right hand,Left arm pace,No
K Kamyuka,Right hand,Right arm pace,No
K Kapadia,Right hand,Right arm pace,No
K Kaul,Right hand,Right arm pace,No
KK Cooper,Right hand,Right arm pace,No
KK Gill,Right hand,Right arm pace,No
KK Jayaweera,Right hand,Right arm off break,No
KK Lin Thu,Right hand,Right arm pace,No
KK Nair,Right hand,Right arm off break,No
KKN Egodage,Right hand,Right arm off break,No
KK Peters,Right hand,Left arm pace,No
KK Tillett,Right hand,Right arm pace,No
K Kunwar,Right hand,Right arm pace,No
K Lamb,Right hand,Left arm pace,No
KL Britt,Right hand,Right arm leg break,No
KL Cross,Right hand,Right arm pace,No
K Lesporis,Right hand,Right arm off break,No
K Lewis,Right hand,,No
KL George,Right hand,Left arm pace,No
KLG Li,Right hand,Right arm pace,No
KL Gordon,Right hand,Left arm orthodox,No
KL Nagarkoti,Right hand,Right arm pace,No
K Loday,Right hand,,No
KL Pulford,Right hand,Right arm pace,No
KL Rahul,Right hand,,No
KL Short,Right hand,Right arm off break,No
KL Tucker,Right hand,,No
K Magram,Right hand,Right arm leg break,No
KMA Paul,Right hand,Right arm pace,No
KM Applebee,Right hand,Right arm pace,No
K Maseko,Right hand,Right arm pace,No
KM Asif,Right hand,Right arm pace,No
K Matigimu,Right hand,Right arm pace,No
KM Beams,Right hand,Right arm leg break,No
K McGill,Right hand,Right arm pace,No
K McKenna,Right hand,Right arm pace,No
KMDN Kulasekara,Right hand,Right arm pace,No
K Mendon,Right hand,Right arm pace,No
KM Hempenstall,Right hand,Right arm pace,No
K Mirpuri,Right hand,Right arm off break,No
KM Jadhav,Right hand,Right arm off break,No
KM Jarvis,Right hand,Right arm pace,No
KML Nonu,Right hand,Right arm pace,No
KM Mack,Right hand,Right arm leg break,No
K Moore,Right hand,Right arm off break,No
KM Sims,Right hand,Right arm pace,No
KM Umair,Right hand,Right arm pace,No
K Mungroo,Right hand,Right arm pace,No
KNA Bandara,Right hand,Right arm leg break,No
K Nadeeshan,Right hand,Right arm leg break,No
KN Alexander,Right hand,Right arm pace,No
KN Ananthapadmanabhan,Right hand,Right arm leg break,No
K Nanno,Right hand,Right arm pace,No
K Nassoro,Right hand,Right arm off break,No
K Nestor,Right hand,Right arm pace,No
K Nima,Right hand,Right arm pace,No
K Niras,Right hand,Right arm pace,No
KN Mirchandani,Right hand,Right arm leg break,No
K Norbu,Right hand,,No
KN Riaz,Right hand,Right arm off break,No
K Oala,Right hand,Right arm off break,No
K Ogawa,Right hand,Right arm pace,No
K Okoshi,Right hand,,No
KOK Williams,Right hand,Right arm pace,No
Komal Zanzad,Right hand,Left arm pace,No
KO Meth,Right hand,Right arm pace,No
KO Otieno,Right hand,,No
KP Appanna,Right hand,Left arm orthodox,No
K Patel,Right hand,Right arm leg break,No
K Peterson,Right hand,Right arm pace,No
K Phillip,Right hand,Right arm pace,No
KP Meiyappan,Right hand,Right arm leg break,No
KP Pietersen,Right hand,Right arm off break,No
K Ramsaran,Right hand,Left arm wrist spin,No
KR Brown,Right hand,Right arm pace,No
KR Ebanks,Right hand,Right arm pace,No
Krishna Chandran,Right hand,Right arm pace,No
K Roca,Right hand,Right arm pace,No
KRP Silva,Right hand,Right arm pace,No
KR Rutherford,Right hand,Right arm pace,No
KRS Hansen,Right hand,Right arm pace,No
KS Airee,Right hand,Right arm pace,No
K Samten,Right hand,Right arm off break,No
KS Bagabena,Right hand,Right arm pace,No
KS Bharat,Right hand,,No
KSB Tavo,Right hand,Right arm pace,No
KS Carlson,Right hand,Right arm pace,No
KS Castle,Right hand,Right arm pace,No
K Senamontree,Right hand,Right arm pace,No
K Shanthikumar,Right hand,Right arm pace,No
K Sharma,Right hand,Left arm orthodox,No
K Shrestha,Right hand,,No
K Sinclair,Right hand,Right arm off break,No
K Sivaram,Right hand,Left arm orthodox,No
KS James,Right hand,Right arm pace,No
KS Lokuarachchi,Right hand,Right arm leg break,No
KS Melius,Right hand,,No
K Srinath,Right hand,Right arm off break,No
K Srinivasan,Right hand,Right arm off break,No
K Subramanian,Right hand,Right arm pace,No
K Suresh,Right hand,Right arm pace,No
K Suttisan,Right hand,Right arm pace,No
KS Velani,Right hand,Right arm pace,No
KS Williamson,Right hand,Right arm off break,No
K Takahashi,Right hand,Right arm pace,No
K Taniguchi,Right hand,,No
K Tari,Right hand,Right arm pace,No
KTGD Prasad,Right hand,Right arm pace,No
K Thomson,Right hand,Right arm pace,No
KTJD Perman,Right hand,Right arm pace,No
KT Kasuza,Right hand,Right arm off break,No
KT Perkins,Right hand,Right arm pace,No
KT Sandher,Right hand,Left arm orthodox,No
K Tucker,Right hand,Left arm pace,No
KU Carty,Right hand,Right arm pace,No
Kuldeep Lal,Right hand,Right arm off break,No
K Upadhyay,Right hand,Right arm pace,No
K van Wyk,Right hand,Right arm pace,No
K Verreynne,Right hand,Right arm off break,No
K Vijayaraghavan,Right hand,,No
K Vislapuu,Right hand,Right arm pace,No
KV Jain,Right hand,,No
KV Morea,Right hand,Left arm pace,No
K Waiswa,Right hand,Right arm pace,No
K Wakita,Right hand,Right arm pace,No
K Whatham,Right hand,Right arm off break,No
K Winda Prastini,Right hand,Right arm pace,No
KW Richardson,Right hand,Right arm pace,No
KW Stirling,Right hand,Right arm off break,No
KYG Ottley,Right hand,Left arm orthodox,No
Kyungsik Kim,Right hand,Right arm pace,No
K Zondo,Right hand,Right arm off break,No
KZ Rehmtullah,Right hand,Right arm pace,No
L Ablish,Right hand,Right arm pace,No
LA Bourne,Right hand,Right arm pace,No
LAC Ruwansiri,Right hand,Right arm off break,No
LA Dawson,Right hand,Left arm orthodox,No
LA Doran,Right hand,Left arm orthodox,No
LA Dunbar,Right hand,,No
L Agatha,Right hand,Right arm pace,No
LAGL Kirby,Right hand,,No
Lalit Yadav,Right hand,Right arm off break,No
LA Marsh,Right hand,Right arm pace,No
LA Musiani,Right hand,Right arm leg break,No
LA Parfitt,Right hand,Left arm pace,No
LA Simango,Right hand,Right arm pace,No
Lata Mondal,Right hand,Right arm pace,No
Latsha Haleemath,Right hand,Right arm pace,No
L Balaji,Right hand,Right arm pace,No
L Banks,Right hand,Right arm off break,No
LB Ferbrache,Right hand,Right arm off break,No
L Bruce,Right hand,Right arm pace,No
L Bull,Right hand,Right arm pace,No
L Canessane,Right hand,,No
L Cardoso,Right hand,Right arm pace,No
LC Boylan,Right hand,Right arm pace,No
LC Hatcher,Right hand,Right arm pace,No
L Chilia,Right hand,,No
LC Johnson,Right hand,Right arm leg break,No
LC Le Tissier,Right hand,Right arm off break,No
LC Norwell,Right hand,Right arm pace,No
L Cripps,Right hand,Right arm pace,No
LC Romero,Right hand,Right arm pace,No
LC Sthalekar,Right hand,Right arm off break,No
LC Williamson,Right hand,,No
LD Chandimal,Right hand,Right arm off break,No
L Delany,Right hand,Right arm pace,No
L di Giglio,Right hand,Left arm pace,No
LD Madushanka,Right hand,Right arm pace,No
LD McManus,Right hand,,No
L Doneathy,Right hand,Right arm pace,No
LDVV Silva,Right hand,Right arm pace,No
LE Bosman,Right hand,Right arm pace,No
Lee Jungwan,Right hand,Right arm off break,No
L Egging,Right hand,Right arm pace,No
LE Hannibal,Right hand,Right arm pace,No
LE Kaushalya,Right hand,Right arm pace,No
Lemar Momand,Right hand,Left arm pace,No
L Emilio,Right hand,,No
LE Milliken,Right hand,Right arm pace,No
Len Pitchford,Right hand,Right arm off break,No
LE Plunkett,Right hand,Right arm pace,No
Lesley Stokkers,Right hand,Right arm off break,No
LEV Hughes,Right hand,,No
L Evile,Right hand,Right arm off break,No
LF Higham,Right hand,Right arm off break,No
L Filer,Right hand,Right arm pace,No
L Gharasim,Right hand,Right arm pace,No
L Grant,Right hand,Right arm pace,No
L Gregory,Right hand,Right arm pace,No
L Griffith,Right hand,Right arm pace,No
LG Smith,Right hand,Right arm off break,No
L Harris,Right hand,,No
LH Barker,Right hand,,No
LHD Dilhara,Right hand,Right arm pace,No
L Heap,Right hand,Right arm off break,No
LH Ferguson,Right hand,Right arm pace,No
L Hyde,Right hand,Right arm pace,No
L Idambo,Right hand,Right arm pace,No
L Iglesias,Right hand,Right arm pace,No
LI Haoye,Right hand,Right arm off break,No
Li Jian,Right hand,Right arm pace,No
Lily Rani Biswas,Right hand,Right arm pace,No
Lim Jeongwook,Right hand,,No
Liton Das,Right hand,,No
LI Wilkinson,Right hand,Right arm off break,No
L Jack,Right hand,,No
L Jackson,Right hand,,No
L Jayasinghe,Right hand,Left arm orthodox,No
LJ Barker,Right hand,Right arm pace,No
LJ Burger,Right hand,Right arm pace,No
LJ Carey,Right hand,Right arm pace,No
LJ Cush,Right hand,Right arm off break,No
LJ Evans,Right hand,Right arm off break,No
LJ Fletcher,Right hand,Right arm pace,No
LJ Hamilton,Right hand,Left arm pace,No
LJ Hill,Right hand,Right arm pace,No
LJ Hodgson,Right hand,Right arm pace,No
LJ Hurt,Right hand,Right arm pace,No
L Jie,Right hand,Right arm off break,No
LJ Poulton,Right hand,Right arm leg break,No
LJ Robins,Right hand,Right arm pace,No
LJ Volkwyn,Right hand,Right arm pace,No
LJ Wright,Right hand,Right arm pace,No
L Karlsson,Right hand,Right arm pace,No
LK Bell,Right hand,Right arm pace,No
LK Bennett,Right hand,Left arm orthodox,No
LK Ebsary,Right hand,Right arm pace,No
L Klazinga,Right hand,Right arm pace,No
L Klokgieters,Right hand,Right arm pace,No
LK Newton,Right hand,Right arm pace,No
LK O'Reilly,Right hand,Right arm pace,No
L Kumari,Right hand,Right arm pace,No
L Lamin,Right hand,Right arm pace,No
L Lee,Right hand,Right arm pace,No
L Little,Right hand,Right arm pace,No
L Louwrens,Right hand,,No
LL Tsotsobe,Right hand,Left arm pace,No
L Maritz,Right hand,Right arm pace,No
L Marshall,Right hand,Right arm pace,No
LM Daggett,Right hand,Right arm pace,No
LM Hoitink,Right hand,Right arm pace,No
L Mills,Right hand,Right arm pace,No
LM Jongwe,Right hand,Right arm pace,No
LM Kasperek,Right hand,Right arm off break,No
LM Massawe,Right hand,,No
LMM Tahuhu,Right hand,Right arm pace,No
L Moises,Right hand,Right arm off break,No
L Monanthane,Right hand,Right arm pace,No
L Mophakedi,Right hand,,No
LM Paterlini,Right hand,Right arm pace,No
LMP Simmons,Right hand,Right arm pace,No
L Nakomo,Right hand,,No
L Natapei,Right hand,,No
L Neil-Smith,Right hand,Right arm pace,No
L Ngidi,Right hand,Right arm pace,No
LN McCarthy,Right hand,Right arm pace,No
LN O'Connor,Right hand,Right arm leg break,No
LN Oluoch,Right hand,Left arm pace,No
LN Onyango,Right hand,Right arm pace,No
L Nou,Right hand,Right arm pace,No
LN Rajbanshi,Right hand,Left arm orthodox,No
LN Roche,Right hand,Right arm off break,No
LOB Cann,Right hand,Right arm pace,No
LPC Silva,Right hand,Right arm leg break,No
LP Goldsworthy,Right hand,Left arm orthodox,No
L Philander,Right hand,Right arm off break,No
L Phiri,Right hand,Right arm off break,No
L Piety,Right hand,,No
LPJ Kimber,Right hand,,No
LP Kasturiarachchige,Right hand,Right arm leg break,No
L Pope,Right hand,Right arm leg break,No
LP Smith,Right hand,,No
L Ramjit,Right hand,Right arm pace,No
LR Aoina,Right hand,Right arm pace,No
LR Bhabra,Right hand,Right arm pace,No
LR Doolan,Right hand,Right arm off break,No
LR Down,Right hand,Right arm pace,No
LRF Askew,Right hand,Right arm pace,No
L Rika,Right hand,Left arm orthodox,No
LR Johns,Right hand,,No
LR Morris,Right hand,Right arm pace,No
LR Nelson,Right hand,Left arm pace,No
L Ronchi,Right hand,,No
LRPL Taylor,Right hand,Right arm off break,No
LR Shukla,Right hand,Right arm pace,No
L Samani,Right hand,Right arm pace,No
L Savident,Right hand,Right arm pace,No
LS Boucher,Right hand,,No
L Scott,Right hand,Right arm pace,No
LS Dcunha,Right hand,Right arm pace,No
L Sematimba,Right hand,Right arm off break,No
L Shafeeg,Right hand,Right arm pace,No
L Siaka,Right hand,Right arm pace,No
L Sipamla,Right hand,Right arm pace,No
L Skatulla,Right hand,Right arm pace,No
LS Livingstone,Right hand,Right arm off break,No
LS Mulivai,Right hand,Right arm pace,No
L Sreekumar,Right hand,,No
L Tastuki,Right hand,Right arm pace,No
L Taylor,Right hand,Right arm pace,No
LT Bichard,Right hand,Right arm pace,No
L Tshuma,Right hand,Right arm pace,No
L Tucker,Right hand,,No
Lu Cangcang,Right hand,,No
LU Igalagamage,Right hand,,No
L Vincent,Right hand,Right arm pace,No
L Vuadreu,Right hand,,No
LV van Beek,Right hand,Right arm pace,No
LW Feldman,Right hand,Right arm pace,No
L Winfield,Right hand,,No
Lwin Maw,Right hand,Right arm leg break,No
LW James,Right hand,Right arm pace,No
L Wolvaardt,Right hand,,No
L Zulu,Right hand,Right arm pace,No
MA Agarwal,Right hand,Right arm off break,No
Maaha Naseer,Right hand,Right arm pace,No
MA Aponso,Right hand,Left arm orthodox,No
MAA Sanjeewani,Right hand,,No
MA Ashraf,Right hand,Right arm pace,No
Maaz Khan,Right hand,Right arm leg break,No
MA Baig,Right hand,Right arm off break,No
M Abdulla,Right hand,Right arm pace,No
MA Beer,Right hand,Left arm orthodox,No
M Aboagye,Right hand,Right arm leg break,No
MA Chambers,Right hand,Right arm pace,No
MADD Surangika,Right hand,,No
Madeeha Zuberi,Right hand,Right arm pace,No
MA Gough,Right hand,Right arm off break,No
Maham Tariq,Right hand,Right arm pace,No
Mahbubul Alam,Right hand,Right arm pace,No
Mahedi Hasan,Right hand,Right arm off break,No
Mahewish Khan,Right hand,Right arm pace,No
Mahidul Islam Ankon,Right hand,,No
Mahirah Izzati Ismail,Right hand,Right arm off break,No
Mahmad Data,Right hand,Right arm pace,No
Mahmudul Hasan,Right hand,Right arm off break,No
Mahmudul Hasan Joy,Right hand,,No
Mahmudullah,Right hand,Right arm off break,No
Mahnoor Mahmood,Right hand,,No
Mahrukh Imtiaz,Right hand,Right arm leg break,No
Maidul Islam,Right hand,Right arm off break,No
MA Johnson,Right hand,,No
MA Jones,Right hand,Right arm off break,No
M Akayezu,Right hand,Right arm pace,No
MA Khote,Right hand,Right arm pace,No
MA Leask,Right hand,Right arm off break,No
Maliha Baig,Right hand,,No
Mamta Thapa,Right hand,,No
Manali Dakshini,Right hand,Right arm pace,No
Mandeep Singh,Right hand,Right arm pace,No
Manoj Adhikari,Right hand,,No
Manpreet Singh,Right hand,,No
M Ansari,Right hand,Right arm pace,No
Mansoor Amjad,Right hand,Right arm leg break,No
M Anyigo,Right hand,Right arm pace,No
Manzur Rahman,Right hand,,No
MA Ouma,Right hand,Right arm off break,No
MA Pollard,Right hand,,No
Maria Jasvi,Right hand,Right arm pace,No
Mariam Hasan,Right hand,Right arm pace,No
Marina Iqbal,Right hand,Right arm pace,No
Mariska Kornet,Right hand,Right arm pace,No
Mark Bawa,Right hand,,No
Mark Hardinges,Right hand,Right arm pace,No
Mark Newell,Right hand,Right arm off break,Yes
Marshall Ayub,Right hand,Right arm leg break,No
Maryam Omar,Right hand,Right arm off break,No
Maryyam Ashraf,Right hand,Right arm pace,No
M Asama,Right hand,,No
Mas Elysa,Right hand,Right arm leg break,No
Mashrafe Mortaza,Right hand,Right arm pace,No
M Ashwin,Right hand,Right arm leg break,No
Masood Jayezeh,Right hand,Right arm off break,No
Masudur Rahman,Right hand,Right arm off break,Yes
MA Suji,Right hand,Right arm pace,No
MA Swedy,Right hand,Right arm off break,No
MA Thornely,Right hand,Right arm pace,No
MA Vermeulen,Right hand,Right arm off break,No
MA Wood,Right hand,Right arm pace,No
Mayank Dagar,Right hand,Left arm orthodox,No
Mazharul Islam,Right hand,,No
M Banting,Right hand,Right arm pace,No
MB Bacon,Right hand,Right arm pace,No
MB Gauna,Right hand,,No
M Bibi,Right hand,Right arm pace,No
M Blows,Right hand,Right arm pace,No
MB Loye,Right hand,Right arm off break,No
M Blythin,Right hand,,No
MB McEwan,Right hand,Right arm pace,No
M Boodram,Right hand,Right arm off break,No
M Bosman,Right hand,,No
MB Parmar,Right hand,Right arm off break,No
M Breban,Right hand,Right arm pace,No
M Brown,Right hand,Right arm pace,No
M Bryant,Right hand,Right arm pace,No
MBS Jonkman,Right hand,Right arm pace,No
MB Tambe,Right hand,Right arm pace,No
M Burns,Right hand,Right arm pace,Yes
M Cargouet,Right hand,,No
M Carlot,Right hand,,No
M Carmichael,Right hand,Right arm pace,No
M Carter,Right hand,Right arm off break,No
M Castineiras,Right hand,Right arm pace,No
MC Bascombe,Right hand,,No
M Chaudhary,Right hand,Right arm pace,No
M Chauhan,Right hand,Right arm pace,No
MC Henriques,Right hand,Right arm pace,No
M Cheruparambil,Right hand,Right arm pace,No
M Choamba,Right hand,Right arm off break,No
MC Juneja,Right hand,Right arm off break,No
M Cohen,Right hand,,No
M Cope,Right hand,Right arm off break,No
M Coulibaly,Right hand,,No
MC Sorensen,Right hand,Right arm pace,No
M Dailesi,Right hand,,No
M Darke,Right hand,Right arm off break,No
M Davies,Right hand,Right arm pace,No
MD Bates,Right hand,Left arm pace,No
MD Bell,Right hand,Right arm off break,No
MD Bimenyimana,Right hand,Right arm pace,No
MDC Ferguson,Right hand,,No
MD Dai,Right hand,Right arm pace,No
MD du Preez,Right hand,Right arm leg break,No
M de Lange,Right hand,Right arm pace,No
M del Valle,Right hand,Right arm pace,No
M Desmond,Right hand,Right arm leg break,No
MD Fisher,Right hand,Right arm pace,No
MD Garratt,Right hand,Right arm pace,No
M Dharmichand,Right hand,Right arm off break,No
MD Hunn,Right hand,Right arm pace,No
M Dillon,Right hand,Right arm pace,No
M Dixit,Right hand,Left arm pace,No
MDK Perera,Right hand,Right arm off break,No
M Dlamini,Right hand,Right arm pace,No
MD Mishra,Right hand,Right arm off break,No
Md Nurul Huda,Right hand,Right arm off break,No
MD Patel,Right hand,,No
MD Rae,Right hand,Right arm pace,No
Md Shafiqul Haque,Right hand,Right arm off break,No
MD Shanaka,Right hand,Right arm pace,No
MD Taylor,Right hand,Left arm pace,No
MDT Roberts,Right hand,,No
M Dumbuya,Right hand,Right arm pace,No
M du Preez,Right hand,,No
ME Bessala,Right hand,Right arm pace,No
ME Bouchier,Right hand,Right arm pace,No
MEC de Fouw,Right hand,Right arm off break,No
Meghna Singh,Right hand,Right arm pace,No
Mehedi Hasan Miraz,Right hand,Right arm off break,No
Mehedi Maruf,Right hand,Right arm off break,No
